Name,Winery,Region,Vintage,Rating,RatingsCount,Price
Etna Santo Spirito Bianco 2020,Tenuta delle Terre Nere,"Etna, Italy",2020,4.1,229,1440
Gewürztraminer Les Èléments 2016,Bott-Geyl,"Alsace, France",2016,4.1,221,2499
Chardonnay 2011,Marina Cvetić,"Colline Teatine, Italy",2011,4.1,220,2250
Chablis Premier Cru 'Fourchaume' 1998,Jean-Paul & Benoit Droin,"Chablis 1er Cru 'Fourchaume', France",1998,4.1,212,819
Chablis Premier Cru 'Fourchaume' 1994,Jean-Paul & Benoit Droin,"Chablis 1er Cru 'Fourchaume', France",1994,4.1,212,1023
Contessa Entellina Chiarandà 2017,Donnafugata,"Contessa Entellina, Italy",2017,4.1,204,1318
Bianco 2021,Tenuta Ulisse,"Abruzzo, Italy",2021,4.1,201,1000
Sancerre Les Romains 2017,Domaine Vacheron,"Sancerre, France",2017,4.1,195,2250
Cos d'Estournel Blanc 2015,Cos d'Estournel,"Bordeaux, France",2015,4.1,193,4710
Ruppertsberger Reiterpfad Riesling 2015,Von Winning,"Ruppertsberg, Germany",2015,4.1,192,1599
Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2010,Château Malartic-Lagravière,"Pessac-Léognan, France",2010,4.1,183,2500
Riserva Trebbiano 2010,Marina Cvetić,"Trebbiano d'Abruzzo, Italy",2010,4.1,171,2250
Chablis 2019,Domaine de la Mandelière - Robert Nicolle,"Chablis, France",2019,4.1,169,1599
Chablis 1er Cru 'Vaulorent' 2014,La Chablisienne,"Chablis 1er Cru 'Vaulorent', France",2014,4.1,166,1228
Sin Nombre 2018,Micro Bio (MicroBio),"Castilla y León, Spain",2018,4.1,154,1440
Pequenos Rebentos Alvarinho 2022,Márcio Lopes,"Vinho Verde, Portugal",2022,4.1,151,998
Sauvignon Blanc 2007,Cloudy Bay,"Marlborough, New Zealand",2007,4.1,143,1200
L'Arret Buffatte Pouilly-Fumé 2021,Tinel-Blondelet,"Pouilly-Fumé, France",2021,4.1,140,710
Chardonnay 2020,Calera,"Central Coast, United States",2020,4.1,135,1350
Les Crêches Saint-Véran 2018,Domaine des Poncetys,"Saint-Véran, France",2018,4.1,134,609
Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2003,Château Carbonnieux,"Pessac-Léognan, France",2003,4.1,123,1023
Pálava Výber z Hrozna 2013,Château Topoľčianky,"Južnoslovenská, Slovakia",2013,4.1,123,850
Chablis Grand Cru 'Les Clos' 2015,Jean-Marc Brocard,"Chablis Grand Cru 'Les Clos', France",2015,4.1,113,3240
Llum 2021,Le Roc des Anges,"Côtes Catalanes, France",2021,4.1,108,1150
Two Princes Riesling 2017,Prinz Salm,"Rheinhessen, Germany",2017,4.1,102,1280
Riesling Lieblich 2021,Maybach,"Pfalz, Germany",2021,4.1,102,600
Woodthorpe Vineyard Sauvignon Blanc 2006,Te Mata,"Hawke's Bay, New Zealand",2006,4.1,98,950
"Contrada ""PC"" Passochianche 2020",Passopisciaro,"Terre Siciliane, Italy",2020,4.1,83,3500
Sauvignon 2016,Franz Haas,"Südtirol - Alto Adige, Italy",2016,4.1,80,1400
Sauvignon 2018,Miani,"Colli Orientali del Friuli, Italy",2018,4.1,78,8500
Châteauneuf-du-Pape Blanc 2020,Clos des Papes (Paul Avril),"Châteauneuf-du-Pape, France",2020,4.1,75,2251
Vieilles Vignes Chablis 2021,Alain Gautheron,"Chablis, France",2021,4.1,71,677
Hermitage Le Chevalier de Sterimberg 2007,Domaine de La Chapelle,"Hermitage, France",2007,4.1,66,4398
Minus Five Riesling 2007,Argyle,"Eola-Amity Hills, United States",2007,4.1,65,1450
Pinot Gris Herrenweg de Turckheim 2007,Domaine Zind Humbrecht,"Alsace, France",2007,4.1,65,1637
Bourgogne Blanc 2020,Domaine de la Cras,"Bourgogne, France",2020,4.1,64,1600
Kiedrich Gräfenberg Riesling Spätlese 2018,Robert Weil,"Kiedrich, Germany",2018,4.1,64,4000
Madloba Blanc 2018,Domaine des Miquettes,"Vin de France, France",2018,4.1,60,1580
Saint-Romain 'Le Jarron' 2021,Mark Haisma,"Saint-Romain, France",2021,4.1,60,2600
Reserve Sauvignon Blanc 2019,Duck 'n' Pheasant,"Marlborough, New Zealand",2019,4.1,59,1399
Les Genêts 2019,Damien Laureau,"Savennières, France",2019,4.1,55,1180
Gratitud Sauvignon Blanc 2020,Cosmic,"Penedès, Spain",2020,4.1,53,1375
Reserve Sauvignon Blanc 2020,Mussel Pot,"Marlborough, New Zealand",2020,4.1,52,1399
Pessac-Léognan Blanc (Grand Cru Classé de Graves) 1990,Château Carbonnieux,"Pessac-Léognan, France",1990,4.1,52,1740
Riesling Kabinett 2021,Robert Weil,"Rheingau, Germany",2021,4.1,51,1200
Pagodes de Cos Blanc 2020,Cos d'Estournel,"Bordeaux, France",2020,4.1,50,2260
Sancerre Chambrates 2018,Domaine Vacheron,"Sancerre, France",2018,4.1,50,2430
Pagodes de Cos Blanc 2019,Cos d'Estournel,"Bordeaux, France",2019,4.1,45,2310
Chablis 1er Cru 'Vaillons' 2007,Billaud-Simon,"Chablis 1er Cru 'Vaillons', France",2007,4.1,43,1842
Riesling Reichestal Kabinett 2020,Künstler,"Rheingau, Germany",2020,4.1,40,892
Chardonnay 2011,Barratt,"Piccadilly Valley, Australia",2011,4.1,39,2000
Saint-Joseph Selection Circa 2021,Domaine Jean-Louis Chave,"Saint-Joseph, France",2021,4.1,36,1100
Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2006,Château La Mission Haut-Brion,"Pessac-Léognan, France",2006,4.1,36,9823
Enigma Bianco 2020,Azienda Agricola 499,"Piemonte, Italy",2020,4.1,35,1206
Te Koko Sauvignon Blanc 2005,Cloudy Bay,"Marlborough, New Zealand",2005,4.1,35,1800
Le Clos des Poncetys Saint-Véran 2020,Domaine des Poncetys,"Saint-Véran, France",2020,4.1,32,575
Pessac-Léognan Blanc (Grand Cru Classé de Graves) 1999,Château La Mission Haut-Brion,"Pessac-Léognan, France",1999,4.1,32,9209
Piesporter Riesling 2016,Deinhard,"Rheinhessen, Germany",2016,4.1,29,600
St. Andrews Chardonnay 2013,Taylors / Wakefield,"Clare Valley, Australia",2013,4.1,27,1390
Pinot Gris 2012,Little Beauty,"Marlborough, New Zealand",2012,4.1,26,1750
Napa Valley Sauvignon Blanc 2004,Duckhorn,"Napa Valley, United States",2004,4.0,13092,1650
Gelblack Riesling Trocken 2006,Schloss Johannisberg,"Rheingau, Germany",2006,4.0,12370,1080
Riva Ranch Chardonnay 2002,Wente Vineyards,"Arroyo Seco, United States",2002,4.0,11952,1050
Sauvignon Blanc 2016,Kim Crawford,"Marlborough, New Zealand",2016,4.0,8199,1150
Sauvignon Blanc 2007,Shaw + Smith,"Adelaide Hills, Australia",2007,4.0,5912,980
M3 Chardonnay 2006,Shaw + Smith,"Adelaide Hills, Australia",2006,4.0,5544,1350
Grande Cuvée Chablis 1er Cru 2003,La Chablisienne,"Chablis Premier Cru, France",2003,4.0,5181,990
Caillou Blanc 1995,Château Talbot,"Bordeaux, France",1995,4.0,3346,921
Caillou Blanc 1996,Château Talbot,"Bordeaux, France",1996,4.0,3346,1023
Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2004,Château Latour-Martillac,"Pessac-Léognan, France",2004,4.0,2798,819
Pessac-Léognan Blanc 2004,Château de Fieuzal,"Pessac-Léognan, France",2004,4.0,1958,1023
Vieilles Vignes Chablis 1998,Jean-Claude et Romain Bessin-Tremblay,"Chablis, France",1998,4.0,1884,1228
Chardonnay Bourbon Barrel Aged 2016,Robert Mondavi Private Selection,"Monterey County, United States",2016,4.0,1204,1000
Limited Edition Langhe Bianco 2017,La Spinetta,"Langhe, Italy",2017,4.0,1124,1955
Limited Edition Langhe Bianco 2020,La Spinetta,"Langhe, Italy",2020,4.0,1124,1955
Vin Jaune Côtes du Jura 1993,Château d'Arlay,"Côtes du Jura, France",1993,4.0,878,2661
Viura 2022,Abel Mendoza Monge,"Rioja, Spain",2022,4.0,793,1944
Von der Fels Riesling 2018,Keller,"Rheinhessen, Germany",2018,4.0,776,1535
Reserve Chardonnay 2000,Robert Mondavi Winery,"Los Carneros, United States",2000,4.0,754,2260
Sauvignon Blanc 2019,Nika Tiki,"Marlborough, New Zealand",2019,4.0,624,1099
Riesling Kabinett 2005,Robert Weil,"Rheingau, Germany",2005,4.0,579,1200
Electio Xarel-lo 2006,Parés Baltà,"Penedès, Spain",2006,4.0,553,2400
Chablis 2004,Domaine Jean Defaix,"Chablis, France",2004,4.0,507,1023
Sauvignon Blanc 2020,Split Rock,"Nelson, New Zealand",2020,4.0,506,1099
Bianco 2019,Castel del Lago,"Garda, Italy",2019,4.0,458,899
Chablis 2019,Domaine Long Depaquit,"Chablis, France",2019,4.0,447,1300
Goldtröpfchen Piesport Riesling Kabinett 2018,Weingut Nik Weis - St. Urbans-Hof,"Mosel, Germany",2018,4.0,428,1320
Pan Chardonnay 2021,Bosco,"Colline Pescaresi, Italy",2021,4.0,415,1653
Château-Chalon 1983,Jean Bourdy,"Château-Chalon, France",1983,4.0,401,9619
Chardonnay - Viognier - Chenin Blanc 2020,Lobster Shack,"Western Cape, South Africa",2020,4.0,394,899
Von der Fels Riesling 2019,Keller,"Rheinhessen, Germany",2019,4.0,370,1740
Sauvignon Blanc 2020,Duck 'n' Pheasant,"Marlborough, New Zealand",2020,4.0,322,1099
Châteauneuf-Du-Pape Blanc 2019,Pierre Usseglio,"Châteauneuf-du-Pape, France",2019,4.0,319,1460
Ritterpfad Riesling Kabinett 2020,Van Volxem,"Mosel, Germany",2020,4.0,310,1250
Sauvignon Blanc 2020,Roroa,"Hawke's Bay, New Zealand",2020,4.0,285,1099
Signos de Origen La Vinilla Chardonnay - Roussanne 2016,Emiliana,"Casablanca Valley, Chile",2016,4.0,276,1350
Morey-Saint-Denis 'Les Crais' 2020,Domaine Christian Clerget,"Morey-Saint-Denis, France",2020,4.0,260,2200
Domaene Gobelsburg Riesling 2018,Schloss Gobelsburg,"Kamptal, Austria",2018,4.0,241,990
Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2015,Château Latour-Martillac,"Pessac-Léognan, France",2015,4.0,234,1400
Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2013,Château Latour-Martillac,"Pessac-Léognan, France",2013,4.0,230,1400
Chablis Premier Cru 'Vau de Vey' 2013,Jean-Marc Brocard,"Chablis 1er Cru 'Vau de Vey', France",2013,4.0,229,1700
Riesling 'Pfoeller' 2013,Meyer-Fonné,"Alsace, France",2013,4.0,222,614
Saint-Joseph Selection Circa 2019,Domaine Jean-Louis Chave,"Saint-Joseph, France",2019,4.0,221,1100
Cos d'Estournel Blanc 2013,Cos d'Estournel,"Bordeaux, France",2013,4.0,217,3760
Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2012,Château Malartic-Lagravière,"Pessac-Léognan, France",2012,4.0,210,2270
Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2018,Château Latour-Martillac,"Pessac-Léognan, France",2018,4.0,199,1490
CrossBarn Sonoma Coast Chardonnay 2021,Paul Hobbs,"Sonoma Coast, United States",2021,4.0,194,1200
Riesling Tradition 2021,Robert Weil,"Rheingau, Germany",2021,4.0,193,1160
Furmint Mézes Mály 2003,Royal Tokaji,"Tokaj, Hungary",2003,4.0,179,7560
Chardonnay 2000,Dorigo,"Friuli, Italy",2000,4.0,176,2500
Les Cerveres 2012,Oriol Rossell,"Penedès, Spain",2012,4.0,170,2680
Faust 2017,Domaine de l'Ecu,"Vin de France, France",2017,4.0,170,2450
Cos d'Estournel Blanc 2014,Cos d'Estournel,"Bordeaux, France",2014,4.0,167,5000
Chablis 2021,Domaine Long Depaquit,"Chablis, France",2021,4.0,167,1300
Chablis Premier Cru 'Montmain' 1999,Domaine de la Conciergerie,"Chablis 1er Cru 'Montmains', France",1999,4.0,161,716
Chablis Premier Cru 'Montmain' 1991,Domaine de la Conciergerie,"Chablis 1er Cru 'Montmains', France",1991,4.0,161,1842
Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2016,Château Malartic-Lagravière,"Pessac-Léognan, France",2016,4.0,153,2270
Hermitage La Chapelle Blanc 2010,Paul Jaboulet Aîné,"Hermitage, France",2010,4.0,142,9133
Langenlois Grüner Veltliner 2016,Schloss Gobelsburg,"Kamptal, Austria",2016,4.0,141,1300
AltO de Cantenac Brown 2019,Château Cantenac Brown,"Bordeaux, France",2019,4.0,138,1270
Chardonnay 2019,Aluado,"Lisboa, Portugal",2019,4.0,133,899
MC1R: Blonde 2019,RedHeads,"Adelaide Hills, Australia",2019,4.0,132,1399
Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2017,Château Latour-Martillac,"Pessac-Léognan, France",2017,4.0,130,1640
Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2018,Château Malartic-Lagravière,"Pessac-Léognan, France",2018,4.0,128,2200
Pinot Grigio de Purcari 2014,Château Purcari,"South Eastern, Moldova",2014,4.0,126,800
Sancerre Les Romains 2012,Domaine Vacheron,"Sancerre, France",2012,4.0,115,2250
Arcurìa Etna Bianco 2016,Graci,"Etna, Italy",2016,4.0,108,2450
Sauvignon Blanc 2019,Company Bay,"Marlborough, New Zealand",2019,4.0,105,899
Pied de Chaume Givry 1er Cru Blanc 2000,Joblot,"Givry, France",2000,4.0,103,819
The Boar Riesling 2019,Leitz,"Rheingau, Germany",2019,4.0,101,1099
Escheburg 2018,Immich-Batterieberg,"Mosel, Germany",2018,4.0,98,1032
Châteauneuf-du-Pape (La Crau) Blanc 2017,Domaine du Vieux Télégraphe,"Châteauneuf-du-Pape, France",2017,4.0,98,1944
Monopole Marsannay 'Le Clos' 2020,René Bouvier,"Marsannay, France",2020,4.0,98,1600
Trebbiano 2018,Capezzana,"Carmignano, Italy",2018,4.0,89,1120
Moscato 2013,Chalk Hill,"McLaren Vale, Australia",2013,4.0,89,1000
Hochheim Riesling Classic 2010,Domdechant Werner,"Rheingau, Germany",2010,4.0,83,1600
Riesling Kabinett Trocken 2005,Joh. Jos. Prüm,"Mosel, Germany",2005,4.0,74,1760
Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2017,Château Malartic-Lagravière,"Pessac-Léognan, France",2017,4.0,67,2360
Sancerre Chambrates 2016,Domaine Vacheron,"Sancerre, France",2016,4.0,61,2340
Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2019,Château Malartic-Lagravière,"Pessac-Léognan, France",2019,4.0,60,1870
Le Merle Blanc de Château Clarke Bordeaux Blanc 2013,Château Clarke,"Bordeaux, France",2013,4.0,55,1200
Genetin Pouilly-Fumé 2021,Tinel-Blondelet,"Pouilly-Fumé, France",2021,4.0,54,677
Tertre Blanc 2019,Château du Tertre,"Vin de France, France",2019,4.0,53,1270
Pessac-Léognan Blanc 2018,Château La Garde,"Pessac-Léognan, France",2018,4.0,53,1570
Moscato 2012,Chalk Hill,"McLaren Vale, Australia",2012,4.0,51,950
Pur Mineral Riesling 2016,Fürst,"Franken, Germany",2016,4.0,50,1200
Cuvée VF Pinot Gris 2018,Pierre Brecht,"Alsace, France",2018,4.0,50,1199
Riesling Trocken 2014,Prinz von Hessen,"Rheingau, Germany",2014,4.0,36,855
Riesling Kabinett 2006,Schloss Johannisberg,"Rheingau, Germany",2006,4.0,34,1460
Chardonnay 2005,Skyside,"North Coast, United States",2005,4.0,34,1200
Clos Mathis Riesling 2017,Domaine Ostertag,"Alsace, France",2017,4.0,34,1445
Châteauneuf-Du-Pape Blanc 2018,Pierre Usseglio,"Châteauneuf-du-Pape, France",2018,4.0,33,1460
Scharzhofberger Riesling Spätlese 2018,Von Hövel,"Mosel, Germany",2018,4.0,29,1615
Baroness Nadine 2005,Rupert & Rothschild,"Western Cape, South Africa",2005,4.0,26,1480
Chablis Monts de Milieu 1er Cru 2021,La Meulière,"Chablis 1er Cru 'Mont de Milieu', France",2021,4.0,25,981
Finca la Reñana Blanco 2013,Luis Alegre,"Rioja, Spain",2013,4.0,25,1100
Morning Fog Chardonnay 2003,Wente Vineyards,"Central Coast, United States",2003,3.9,28595,680
Gewürztraminer Alsace 1991,Trimbach,"Alsace, France",1991,3.9,14709,1023
Sauvignon Blanc 2020,Kim Crawford,"Marlborough, New Zealand",2020,3.9,5572,1160
Sauvignon Blanc 2021,Matua,"Marlborough, New Zealand",2021,3.9,4627,830
Viña Esmeralda 2021,Familia Torres,"Catalunya, Spain",2021,3.9,3338,620
Pinot Gris 2008,Elk Cove,"Willamette Valley, United States",2008,3.9,3279,1100
Sauvignon Blanc 2022,Matua,"Marlborough, New Zealand",2022,3.9,2565,830
Sauvignon Blanc 2008,Coopers Creek,"Marlborough, New Zealand",2008,3.9,1472,840
Chablis ‘Saint Martin’ 2019,Domaine Laroche,"Chablis, France",2019,3.9,1355,1251
Pinot Blanc Cuvée les Amours 2007,Hugel,"Alsace, France",2007,3.9,1344,614
Châteauneuf-du-Pape Blanc 2007,Domaine Chante Cigale,"Châteauneuf-du-Pape, France",2007,3.9,1311,1000
Torrontes 2021,Crios,"Uco Valley, Argentina",2021,3.9,1241,756
Sonoma Coast Chardonnay 2021,La Crema,"Sonoma Coast, United States",2021,3.9,1238,1320
Arneis Roero 2018,Vietti,"Roero, Italy",2018,3.9,1199,1000
Chardonnay 2001,Gallo Signature Series,"Russian River Valley, United States",2001,3.9,1190,1400
Chardonnay 2004,Xanadu,"Margaret River, Australia",2004,3.9,978,990
Torrontes 2022,Crios,"Uco Valley, Argentina",2022,3.9,935,756
Saar Riesling 2020,Van Volxem,"Mosel, Germany",2020,3.9,904,1200
Bucci Verdicchio dei Castelli di Jesi Classico Superiore 2019,Bucci,"Verdicchio dei Castelli di Jesi, Italy",2019,3.9,902,1150
Riesling Spätlese 2005,Robert Weil,"Rheingau, Germany",2005,3.9,853,1700
Sonoma County Sauvignon Blanc 2019,Decoy,"Sonoma County, United States",2019,3.9,847,1148
Riesling 2013,Norman Hardie,"Ontario, Canada",2013,3.9,561,1280
Scharzhofberger Riesling Kabinett 2020,Von Hövel,"Mosel, Germany",2020,3.9,554,1275
Riesling Feinherb 2017,Balthasar Ress,"Rheingau, Germany",2017,3.9,526,780
Cric Cric Blanc 2021,Clos Lentiscus,"Penedès, Spain",2021,3.9,461,1350
Sauvignon Blanc II 2015,Von Winning,"Pfalz, Germany",2015,3.9,447,1199
Vieilles Vignes Côtes Catalanes Blanc 2017,Domaine Gauby,"Côtes Catalanes, France",2017,3.9,379,2142
Vieilles Vignes Côtes Catalanes Blanc 2018,Domaine Gauby,"Côtes Catalanes, France",2018,3.9,379,2380
Sauvignon Blanc 2020,The Hour-Teller,"North Island, New Zealand",2020,3.9,359,1099
Cullerot 2021,Celler del Roure,"Valencia, Spain",2021,3.9,346,855
Sauvignon Blanc 2005,Merryvale,"Napa Valley, United States",2005,3.9,332,920
Riesling Tradition 2020,Robert Weil,"Rheingau, Germany",2020,3.9,307,1160
Chablis Sainte Claire Vieilles Vignes 2013,Jean-Marc Brocard,"Chablis, France",2013,3.9,287,1400
Chenin Blanc - Viognier 2020,Bees Knees,"Western Cape, South Africa",2020,3.9,280,899
Graves Blanc 2016,Château Rahoul,"Graves, France",2016,3.9,260,614
Sauvignon Blanc 2017,Twomey,"Napa County, United States",2017,3.9,256,1780
Soave 2019,Colle Marianna,"Soave, Italy",2019,3.9,233,899
L'Altro Chardonnay 2021,Pio Cesare,"Langhe, Italy",2021,3.9,230,1184
Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2016,Château Latour-Martillac,"Pessac-Léognan, France",2016,3.9,225,1490
Pinot Grigio Alto Adige 2018,Franz Haas,"Südtirol - Alto Adige, Italy",2018,3.9,221,840
Gewürztraminer 2018,Blue Nun,"Rheinhessen, Germany",2018,3.9,204,600
Zomborka Furmint 2013,Gróf Degenfeld,"Tokaj, Hungary",2013,3.9,202,1480
Sauvignon Blanc 2020,Bristed Brothers,"Marlborough, New Zealand",2020,3.9,187,1099
La Réserve de Malartic (Le Sillage) Blanc 2009,Château Malartic-Lagravière,"Pessac-Léognan, France",2009,3.9,186,921
Saint-Joseph Selection Circa 2020,Domaine Jean-Louis Chave,"Saint-Joseph, France",2020,3.9,178,1100
Reserve Sauvignon Blanc 2020,Sunday Bay,"Marlborough, New Zealand",2020,3.9,177,1399
Harvest Moon 2021,Gönc Winery,"Štajerska, Slovenia",2021,3.9,176,1215
Starman (I Don’t Know Where I Am Going From Here But I Promise It Won’t be Boring!) 2021,Gönc Winery,"Štajerska, Slovenia",2021,3.9,160,1215
Pecorello 2017,Ippolito 1845,"Calabria, Italy",2017,3.9,146,900
Loureiro 2022,Aphros,"Vinho Verde, Portugal",2022,3.9,136,1098
Sauvignon Blanc 2011,Framingham,"Marlborough, New Zealand",2011,3.9,135,1000
Vineburg Vineyard Chardonnay 2018,Silverado Vineyards,"Los Carneros, United States",2018,3.9,125,2060
Has'chen Riesling 2016,A. J. Adam,"Dhron, Germany",2016,3.9,124,1575
Chardonnay 2007,Montes,"Casablanca Valley, Chile",2007,3.9,121,950
Chardonnay 2011,Silver Buckle,"Lodi, United States",2011,3.9,121,750
Riesling Alsace Grand Cru Sommerberg 2015,Cave de Turckheim,"Alsace Grand Cru, France",2015,3.9,108,1800
Albariño 2016,Pedra do Cribo,"Rías Baixas, Spain",2016,3.9,95,1149
Bruno Gavi 2012,Broglia,"Gavi, Italy",2012,3.9,94,2399
Sauvignon Blanc 2014,Manu,"Marlborough, New Zealand",2014,3.9,89,750
Savigny-les-Beaune Blanc 1997,Domaine Pavelot - Jean-Marc et Hughes,"Savigny-lès-Beaune, France",1997,3.9,88,716
Chablis 2019,Françoise Chauvenet,"Chablis, France",2019,3.9,74,1620
Bianco 2016,Frus,"Friuli-Venezia Giulia, Italy",2016,3.9,72,846
Bianco 2018,Frus,"Friuli-Venezia Giulia, Italy",2018,3.9,72,846
Micalet 2020,Javi Revert,"Valencia, Spain",2020,3.9,71,1520
La Goutte du Seigneur Côtes du Rhône Blanc 2021,Domaine Duseigneur,"Côtes-du-Rhône, France",2021,3.9,66,792
Gewürztraminer Alsace Grand Cru 'Marckrain' 2013,Michel Fonné,"Alsace Grand Cru 'Marckrain', France",2013,3.9,65,2340
Sancerre Blanc 2010,Lucien Crochet,"Sancerre, France",2010,3.9,65,1400
Sauvignon Blanc 2019,Sand Point,"Lodi, United States",2019,3.9,62,743
Riesling 2012,Best's,"Great Western, Australia",2012,3.9,61,1500
Bourgogne Chardonnay 2018,Julien Bouchard,"Bourgogne, France",2018,3.9,59,1199
Chardonnay II 2015,Von Winning,"Pfalz, Germany",2015,3.9,56,1399
Wehlener Sonnenuhr Riesling Kabinett 2004,Joh. Jos. Prüm,"Wehlen, Germany",2004,3.9,56,2000
Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2020,Château Malartic-Lagravière,"Pessac-Léognan, France",2020,3.9,55,2460
Sancerre Chambrates 2012,Domaine Vacheron,"Sancerre, France",2012,3.9,49,2430
Blanc 2004,Mas de Daumas Gassac,"Saint-Guilhem-le-Desert, France",2004,3.9,41,2251
Winemaker Series Dijon Clone Chardonnay 2007,Stag's Leap Wine Cellars,"Napa Valley, United States",2007,3.9,38,1700
Blanc 2020,Domaine Prieuré Roch,"Vin de France, France",2020,3.9,35,7572
Pinot Gris 2018,Peter Weber,"Alsace, France",2018,3.9,35,1199
Trebbiano d'Abruzzo (Unico) 2021,Tenuta Ulisse,"Trebbiano d'Abruzzo, Italy",2021,3.9,30,810
Oberemmeler Riesling 2019,Von Hövel,"Mosel, Germany",2019,3.9,27,1105
Vinho Verde ,Casal Garcia,"Vinho Verde, Portugal",N/A,3.8,89694,350
Moscato,Barefoot,"California, United States",N/A,3.8,19477,450
Riesling Relax 2004,Schmitt Söhne,"Mosel, Germany",2004,3.8,9799,540
Grand Reserve Chardonnay 2004,Kendall-Jackson,"California, United States",2004,3.8,7908,1400
Napa Valley Chardonnay 2005,Beringer,"Napa Valley, United States",2005,3.8,6220,1155
Bin 311 Chardonnay 2004,Penfolds,"Tumbarumba, Australia",2004,3.8,4054,2000
Green Label Dry Riesling 2006,Deinhard,"Mosel, Germany",2006,3.8,3393,450
Bordeaux Sauvignon 2003,Château Mezain,"Bordeaux, France",2003,3.8,1929,640
Sauvignon Blanc 2012,Nobilo,"Marlborough, New Zealand",2012,3.8,1543,900
Private Collection Sauvignon Blanc 2006,Saxenburg,"Stellenbosch, South Africa",2006,3.8,1246,800
Diamond Label Traminer - Riesling 2004,Rosemount,"South Eastern Australia, Australia",2004,3.8,1201,550
Basa Blanco 2016,Telmo Rodriguez,"Rueda, Spain",2016,3.8,1170,800
Bucci Verdicchio dei Castelli di Jesi Classico Superiore 2018,Bucci,"Verdicchio dei Castelli di Jesi, Italy",2018,3.8,1051,1150
Tradition Pinot Gris 2006,Hugel,"Alsace, France",2006,3.8,1026,614
Riesling 2005,Best's,"Great Western, Australia",2005,3.8,975,1200
Domaene Gobelsburg Grüner Veltliner 2019,Schloss Gobelsburg,"Kamptal, Austria",2019,3.8,902,880
Estoras Grüner Veltliner 2011,Esterházy,"Neusiedlersee-Hügelland, Austria",2011,3.8,884,2150
Sonoma County Sauvignon Blanc 2021,Decoy,"Sonoma County, United States",2021,3.8,826,1148
Tradition Riesling 1998,Hugel,"Alsace, France",1998,3.8,780,512
Riesling Kabinett Armand 2004,Reichsrat von Buhl,"Pfalz, Germany",2004,3.8,771,900
Classic Riesling 2016,Hugel,"Alsace, France",2016,3.8,648,1150
Chablis 1992,Bouchard Père & Fils,"Chablis, France",1992,3.8,622,1637
Chablis 2012,Domaine William Fèvre,"Chablis, France",2012,3.8,582,1450
Αμ Ασυρτικο- Μονεμβασια (Assyrtiko - Monemvasia) 2019,Domaine Sigalas,"Lakonia, Greece",2019,3.8,508,972
Merì Vermentino di Sardegna 2017,Argiolas,"Vermentino di Sardegna, Italy",2017,3.8,481,850
Sauvignon Blanc 2019,Abbesse,"Val de Loire, France",2019,3.8,474,859
Pinot Grigio 2006,Swanson,"San Benito, United States",2006,3.8,448,1680
Les Princes Abbés Pinot Gris Alsace 2014,Domaines Schlumberger,"Alsace, France",2014,3.8,431,950
Sauvignon Blanc 2020,Nelson Bay,"Nelson, New Zealand",2020,3.8,400,899
Finca Els Camps Macabeu 2002,Jané Ventura,"Penedès, Spain",2002,3.8,389,1300
Camille Montagny 2022,Domaine Feuillat-Juillot,"Montagny, France",2022,3.8,371,643
Sauvignon Blanc 2018,Arboleda,"Aconcagua Costa, Chile",2018,3.8,353,1200
Sauvignon Blanc Klassik 2009,Peter Skoff,"Südsteiermark, Austria",2009,3.8,350,1200
Inmácula 2013,Bodega Tandem,"Navarra, Spain",2013,3.8,325,1180
Sauvignon Blanc 2020,Sunday Bay,"Marlborough, New Zealand",2020,3.8,315,1099
