"110年06月 2892 第一金           各日成交資訊"
"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數",
"110/06/01","6,295,948","139,315,524","22.00","22.20","22.00","22.20","+0.20","2,795",
"110/06/02","12,736,792","283,431,087","22.15","22.30","22.15","22.30","+0.10","5,141",
"110/06/03","6,479,836","144,224,951","22.35","22.35","22.20","22.25","-0.05","2,908",
"110/06/04","6,153,458","136,342,948","22.10","22.25","22.10","22.25"," 0.00","2,445",
"110/06/07","9,778,487","216,036,726","22.15","22.20","21.90","22.10","-0.15","3,655",
"110/06/08","8,421,689","186,489,829","22.20","22.20","22.05","22.15","+0.05","2,576",
"110/06/09","5,832,108","128,821,382","22.15","22.15","22.05","22.10","-0.05","2,464",
"110/06/10","11,195,626","247,290,401","22.10","22.20","22.00","22.10"," 0.00","3,092",
"110/06/11","8,496,902","187,897,795","22.05","22.20","22.00","22.20","+0.10","3,203",
"110/06/15","12,196,715","271,392,355","22.20","22.35","22.05","22.30","+0.10","5,401",
"110/06/16","14,377,419","319,699,936","22.15","22.30","22.15","22.30"," 0.00","7,003",
"110/06/17","12,843,857","285,562,329","22.15","22.30","22.10","22.30"," 0.00","3,371",
"110/06/18","28,545,652","632,813,555","22.20","22.35","22.10","22.10","-0.20","6,164",
"110/06/21","15,650,018","346,747,424","22.00","22.35","22.00","22.35","+0.25","4,736",
"110/06/22","11,705,131","260,936,344","22.30","22.35","22.25","22.25","-0.10","3,677",
"110/06/23","18,619,041","417,198,686","22.35","22.50","22.25","22.40","+0.15","5,501",
"110/06/24","9,191,596","205,824,446","22.50","22.50","22.30","22.35","-0.05","2,633",
"110/06/25","9,641,526","216,538,250","22.40","22.50","22.35","22.45","+0.10","2,953",
"110/06/28","9,939,270","224,179,481","22.45","22.60","22.45","22.60","+0.15","3,871",
"110/06/29","10,997,859","247,999,767","22.55","22.60","22.50","22.55","-0.05","3,289",
"110/06/30","11,486,151","260,222,967","22.50","22.70","22.50","22.70","+0.15","3,764",
"說明:"
"符號說明:+/-/X表示漲/跌/不比價"
"當日統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。"
"ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。"

