"110年05月 2408 南亞科           各日成交資訊"
"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數",
"110/05/03","24,595,705","2,193,509,644","93.00","93.00","87.50","87.70","-3.90","13,591",
"110/05/04","27,268,233","2,314,144,097","88.50","89.30","81.60","85.30","-2.40","14,353",
"110/05/05","18,613,449","1,573,875,220","86.50","87.00","82.70","82.70","-2.60","10,183",
"110/05/06","21,791,654","1,832,060,950","83.70","86.20","82.30","82.90","+0.20","10,525",
"110/05/07","23,448,417","1,985,242,109","84.30","85.80","83.10","85.50","+2.60","11,265",
"110/05/10","18,722,514","1,556,394,524","85.70","85.70","82.00","82.10","-3.40","9,444",
"110/05/11","27,866,000","2,169,196,602","80.00","80.60","76.10","76.50","-5.60","15,061",
"110/05/12","38,004,072","2,740,716,503","76.00","77.00","68.90","73.40","-3.10","19,156",
"110/05/13","27,273,730","2,016,038,361","71.40","76.30","69.60","74.30","+0.90","14,738",
"110/05/14","19,825,797","1,477,488,436","75.80","76.60","72.20","73.00","-1.30","10,319",
"110/05/17","18,890,546","1,339,556,967","67.00","73.10","67.00","71.70","-1.30","9,492",
"110/05/18","22,596,886","1,702,089,888","73.00","77.50","72.80","76.80","+5.10","10,911",
"110/05/19","17,465,640","1,308,177,576","75.60","76.70","73.70","75.10","-1.70","8,692",
"110/05/20","10,272,192","774,616,940","74.30","76.50","74.20","75.20","+0.10","5,937",
"110/05/21","10,953,097","842,944,426","77.80","78.60","75.50","76.30","+1.10","6,540",
"110/05/24","10,000,578","757,238,084","75.00","77.40","74.40","76.60","+0.30","6,050",
"110/05/25","22,335,031","1,755,302,833","77.90","79.80","77.50","78.80","+2.20","11,171",
"110/05/26","13,100,131","1,025,823,153","79.70","80.20","77.10","77.80","-1.00","7,168",
"110/05/27","14,820,311","1,145,443,895","77.60","78.40","76.00","78.30","+0.50","8,060",
"110/05/28","21,599,607","1,747,527,031","79.30","82.50","78.90","80.60","+2.30","13,346",
"110/05/31","10,988,690","896,390,620","81.40","82.40","80.90","81.90","+1.30","6,623",
"說明:"
"符號說明:+/-/X表示漲/跌/不比價"
"當日統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。"
"ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。"

