"110年07月 6505 台塑化           各日成交資訊"
"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數",
"110/07/01","2,083,513","220,853,533","106.50","106.50","105.50","106.00","-0.50","1,215",
"110/07/02","7,480,023","822,784,836","107.50","112.00","107.50","110.00","+4.00","4,130",
"110/07/05","7,108,902","820,114,329","112.50","117.00","112.50","115.50","+5.50","4,381",
"110/07/06","3,150,350","362,981,306","117.00","117.50","114.00","114.50","-1.00","2,121",
"110/07/07","3,125,058","348,313,558","112.00","112.50","109.00","112.00","-2.50","1,755",
"110/07/08","2,774,556","303,652,191","111.50","111.50","108.50","109.00","-3.00","1,835",
"110/07/09","2,680,108","289,061,325","108.00","110.00","106.50","110.00","+1.00","1,692",
"110/07/12","2,656,382","286,531,118","109.00","110.00","106.50","107.00","-3.00","1,850",
"110/07/13","2,053,391","219,090,695","107.00","107.50","106.00","106.50","-0.50","1,396",
"110/07/14","1,492,076","158,294,808","107.50","107.50","105.50","106.00","-0.50","879",
"110/07/15","1,876,402","196,895,952","105.50","106.00","104.00","105.50","-0.50","1,254",
"110/07/16","4,532,256","466,381,998","105.50","105.50","102.00","102.00","-3.50","1,939",
"110/07/19","3,734,155","378,783,446","102.00","102.00","100.50","102.00"," 0.00","2,246",
"110/07/20","2,944,441","295,580,068","101.00","101.50","100.00","100.00","-2.00","2,095",
"110/07/21","5,628,498","560,905,004","101.00","101.50","98.60","100.50","+0.50","4,669",
"110/07/22","3,171,318","318,509,517","101.00","101.50","99.10","100.50"," 0.00","1,608",
"110/07/23","5,000,954","508,488,731","101.00","103.50","100.00","100.50","X0.00","2,654",
"110/07/26","8,542,781","837,774,232","100.50","100.50","97.10","97.80","-2.70","5,652",
"110/07/27","4,117,673","404,673,306","98.30","99.70","97.40","98.30","+0.50","2,799",
"110/07/28","6,500,734","634,520,994","98.70","99.80","96.50","98.50","+0.20","4,286",
"110/07/29","2,443,442","240,236,788","98.50","99.00","97.40","99.00","+0.50","1,485",
"110/07/30","6,364,934","620,359,228","98.70","98.90","97.10","97.30","-1.70","4,847",
"說明:"
"符號說明:+/-/X表示漲/跌/不比價"
"當日統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。"
"ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。"

