"110年07月 4904 遠傳             各日成交資訊"
"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數",
"110/07/01","1,394,353","90,070,598","64.50","64.80","64.40","64.60"," 0.00","826",
"110/07/02","1,396,770","90,404,700","64.70","65.00","64.60","64.70","+0.10","708",
"110/07/05","2,216,677","144,322,131","64.70","65.30","64.60","65.30","+0.60","1,093",
"110/07/06","1,357,037","88,253,009","65.20","65.20","64.90","65.00","-0.30","839",
"110/07/07","1,935,874","125,879,884","65.10","65.20","64.80","65.00"," 0.00","1,109",
"110/07/08","2,024,141","131,688,127","65.00","65.20","65.00","65.10","+0.10","1,342",
"110/07/09","2,467,418","160,332,800","64.90","65.40","64.60","65.40","+0.30","1,177",
"110/07/12","1,608,861","105,128,742","65.40","65.60","65.00","65.10","-0.30","841",
"110/07/13","2,669,598","173,933,120","65.10","65.40","65.00","65.30","+0.20","1,270",
"110/07/14","3,335,504","217,038,317","65.30","65.50","64.90","65.10","-0.20","2,128",
"110/07/15","3,072,189","199,929,452","65.10","65.30","64.90","65.20","+0.10","2,018",
"110/07/16","3,898,677","254,477,397","65.00","65.60","65.00","65.40","+0.20","2,165",
"110/07/19","3,023,945","197,228,967","65.10","65.40","65.00","65.40"," 0.00","1,279",
"110/07/20","5,461,784","356,931,008","65.10","65.50","65.00","65.30","-0.10","2,419",
"110/07/21","6,919,850","451,716,997","65.30","65.50","65.00","65.40","+0.10","3,184",
"110/07/22","8,581,878","559,667,552","65.10","65.40","65.00","65.10","-0.30","4,064",
"110/07/23","13,922,970","857,495,618","61.90","62.40","60.90","61.60","X0.00","7,162",
"110/07/26","4,671,079","286,029,631","61.60","61.70","61.00","61.10","-0.50","3,169",
"110/07/27","6,744,445","409,757,750","61.30","61.40","60.20","60.70","-0.40","3,450",
"110/07/28","3,496,282","211,727,080","60.70","60.90","60.40","60.50","-0.20","2,045",
"110/07/29","3,849,823","232,831,453","60.50","60.60","60.30","60.60","+0.10","1,898",
"110/07/30","2,758,604","167,367,365","60.60","60.80","60.50","60.60"," 0.00","1,391",
"說明:"
"符號說明:+/-/X表示漲/跌/不比價"
"當日統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。"
"ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。"

