"110年07月 1402 遠東新           各日成交資訊"
"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數",
"110/07/01","9,611,004","311,610,993","32.30","32.75","32.10","32.45","+0.45","3,311",
"110/07/02","6,486,085","211,305,557","32.50","33.00","32.15","32.20","-0.25","2,681",
"110/07/05","5,272,356","171,135,312","32.70","32.70","32.30","32.45","+0.25","1,526",
"110/07/06","5,639,724","183,718,752","32.55","32.80","32.45","32.55","+0.10","2,377",
"110/07/07","4,807,484","154,935,334","32.45","32.45","32.10","32.35","-0.20","2,046",
"110/07/08","10,496,719","344,656,329","32.35","33.00","32.30","32.95","+0.60","5,341",
"110/07/09","9,455,410","310,424,940","32.80","33.15","32.50","32.95"," 0.00","3,174",
"110/07/12","10,438,951","345,269,950","33.10","33.50","32.75","32.95"," 0.00","4,333",
"110/07/13","8,515,809","280,374,163","33.00","33.30","32.75","32.90","-0.05","4,456",
"110/07/14","3,855,109","125,765,134","32.90","32.90","32.45","32.60","-0.30","1,760",
"110/07/15","3,274,680","107,149,656","32.50","32.85","32.50","32.80","+0.20","1,318",
"110/07/16","11,938,157","397,370,256","32.60","33.60","32.60","33.60","+0.80","4,715",
"110/07/19","8,823,686","295,841,924","33.30","33.75","33.15","33.60"," 0.00","3,559",
"110/07/20","9,368,987","307,440,792","33.00","33.40","32.50","32.60","-1.00","3,869",
"110/07/21","7,155,978","232,251,344","32.65","32.80","32.15","32.50","-0.10","3,263",
"110/07/22","5,320,725","175,386,165","32.50","33.15","32.45","32.90","+0.40","2,449",
"110/07/23","4,004,833","131,859,107","33.15","33.25","32.65","32.75","-0.15","1,907",
"110/07/26","13,888,241","447,235,612","32.75","32.95","31.90","31.90","-0.85","4,409",
"110/07/27","10,243,596","323,944,984","32.00","32.10","31.45","31.50","-0.40","3,026",
"110/07/28","12,037,728","373,730,167","31.50","31.75","30.85","31.00","-0.50","3,993",
"110/07/29","23,461,449","727,659,681","31.00","31.45","30.75","31.15","+0.15","5,600",
"110/07/30","16,699,121","497,421,591","29.80","30.15","29.60","29.60","X0.00","6,326",
"說明:"
"符號說明:+/-/X表示漲/跌/不比價"
"當日統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。"
"ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。"

