"110年07月 2912 統一超           各日成交資訊"
"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數",
"110/07/01","805,676","210,760,899","263.00","264.00","260.50","261.00","-2.00","1,126",
"110/07/02","1,238,138","322,251,010","261.00","261.00","259.50","260.50","-0.50","1,883",
"110/07/05","1,285,991","334,163,519","261.00","262.00","259.50","259.50","-1.00","1,730",
"110/07/06","580,957","151,040,632","260.00","261.00","259.50","260.00","+0.50","1,098",
"110/07/07","530,353","138,129,696","260.00","261.50","259.50","261.50","+1.50","837",
"110/07/08","1,132,863","295,371,691","262.00","262.00","260.00","261.50"," 0.00","1,288",
"110/07/09","1,227,698","318,141,435","260.00","261.00","258.00","260.50","-1.00","2,214",
"110/07/12","789,700","204,659,736","260.50","260.50","258.00","259.00","-1.50","1,656",
"110/07/13","1,041,781","270,990,612","260.00","261.50","259.00","261.50","+2.50","1,376",
"110/07/14","729,966","190,596,023","261.50","262.50","260.00","260.50","-1.00","871",
"110/07/15","627,639","163,493,160","260.50","261.50","260.00","260.00","-0.50","914",
"110/07/16","1,117,479","292,820,326","260.50","262.50","260.00","262.50","+2.50","995",
"110/07/19","1,060,208","278,464,688","261.50","264.00","261.00","264.00","+1.50","1,124",
"110/07/20","541,516","141,901,494","263.00","263.50","261.00","261.00","-3.00","888",
"110/07/21","1,170,917","307,609,640","261.00","264.00","260.50","263.50","+2.50","1,063",
"110/07/22","673,875","178,071,913","264.00","265.00","263.50","264.00","+0.50","787",
"110/07/23","583,820","154,572,888","264.50","265.50","263.00","265.00","+1.00","812",
"110/07/26","796,805","211,740,262","265.00","266.50","264.50","266.00","+1.00","954",
"110/07/27","1,224,253","326,898,968","266.50","268.00","265.50","268.00","+2.00","1,219",
"110/07/28","2,011,446","539,592,086","268.00","269.50","265.50","269.50","+1.50","1,901",
"110/07/29","2,181,753","595,008,312","270.00","274.50","270.00","274.00","+4.50","2,190",
"110/07/30","4,241,514","1,191,980,246","287.00","287.00","277.50","280.50","+6.50","4,303",
"說明:"
"符號說明:+/-/X表示漲/跌/不比價"
"當日統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。"
"ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。"

