"110年06月 9910 豐泰             各日成交資訊"
"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數",
"110/06/01","1,283,204","299,628,483","241.00","241.00","231.50","233.00","-8.00","1,066",
"110/06/02","1,813,069","427,642,281","235.00","241.00","230.50","240.00","+7.00","1,359",
"110/06/03","988,649","231,005,620","239.00","239.00","231.00","233.00","-7.00","761",
"110/06/04","1,226,096","285,053,106","232.00","235.50","230.50","233.00"," 0.00","747",
"110/06/07","1,488,573","348,147,880","233.50","240.50","228.50","238.00","+5.00","1,088",
"110/06/08","2,217,742","528,918,350","240.50","243.50","234.50","238.50","+0.50","1,426",
"110/06/09","1,598,304","377,538,079","236.00","241.00","233.00","238.00","-0.50","1,194",
"110/06/10","1,103,856","261,294,898","240.00","240.00","234.00","237.00","-1.00","885",
"110/06/11","1,074,580","252,415,275","238.00","238.00","233.00","235.50","-1.50","825",
"110/06/15","2,129,736","488,258,867","233.50","235.00","225.00","228.00","-7.50","1,867",
"110/06/16","1,844,743","411,373,071","221.00","225.50","218.50","225.00","-3.00","1,379",
"110/06/17","1,646,865","372,927,956","220.00","231.50","218.00","228.00","+3.00","1,275",
"110/06/18","2,019,845","466,611,578","225.00","234.50","223.50","231.00","+3.00","971",
"110/06/21","2,051,248","472,217,274","230.00","235.00","225.00","234.50","+3.50","1,229",
"110/06/22","2,131,733","475,216,587","234.50","235.00","218.50","219.50","-15.00","1,964",
"110/06/23","1,609,282","357,718,272","221.00","227.00","217.00","225.50","+6.00","1,267",
"110/06/24","432,023","97,045,543","224.00","228.00","222.50","223.00","-2.50","388",
"110/06/25","2,410,438","578,068,595","233.00","244.50","230.50","241.50","+18.50","2,101",
"110/06/28","1,630,811","396,236,872","250.00","254.50","237.00","238.50","-3.00","1,423",
"110/06/29","1,064,148","248,403,261","238.50","238.50","230.00","233.50","-5.00","1,037",
"110/06/30","1,780,201","430,503,919","235.00","245.00","231.50","244.50","+11.00","1,441",
"說明:"
"符號說明:+/-/X表示漲/跌/不比價"
"當日統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。"
"ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。"

