"110年07月 5876 上海商銀         各日成交資訊"
"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數",
"110/07/01","2,368,257","106,617,147","44.80","45.20","44.65","45.05","-0.20","975",
"110/07/02","2,639,555","118,803,222","44.80","45.30","44.65","44.90","-0.15","969",
"110/07/05","2,453,944","110,932,062","45.30","45.30","45.00","45.25","+0.35","1,009",
"110/07/06","1,523,720","68,955,338","45.20","45.30","45.00","45.25"," 0.00","736",
"110/07/07","1,546,693","69,600,910","45.00","45.10","44.85","45.10","-0.15","830",
"110/07/08","2,037,903","91,882,000","45.00","45.30","44.95","45.10"," 0.00","739",
"110/07/09","4,261,372","190,980,065","44.65","45.10","44.55","44.95","-0.15","1,629",
"110/07/12","2,924,030","131,795,515","45.05","45.25","44.90","44.90","-0.05","787",
"110/07/13","4,467,954","202,045,063","44.90","45.40","44.90","45.40","+0.50","1,293",
"110/07/14","2,289,609","103,782,910","45.30","45.40","45.00","45.40"," 0.00","862",
"110/07/15","1,881,493","85,501,640","45.40","45.50","45.30","45.45","+0.05","719",
"110/07/16","2,692,264","121,999,714","45.05","45.50","45.00","45.50","+0.05","964",
"110/07/19","4,024,753","181,940,356","45.10","45.50","44.75","45.40","-0.10","1,122",
"110/07/20","1,875,738","84,170,869","45.20","45.30","44.65","44.65","-0.75","818",
"110/07/21","3,406,510","152,290,946","44.85","45.00","44.50","44.75","+0.10","1,774",
"110/07/22","3,278,168","148,457,486","44.75","45.40","44.75","45.35","+0.60","1,216",
"110/07/23","2,098,539","94,945,845","45.25","45.45","45.00","45.10","-0.25","690",
"110/07/26","3,753,967","168,561,341","45.00","45.10","44.75","45.00","-0.10","1,328",
"110/07/27","3,810,949","170,789,728","45.00","45.00","44.70","44.80","-0.20","1,103",
"110/07/28","9,667,835","401,681,427","42.75","42.75","40.90","41.30","X0.00","4,631",
"110/07/29","4,090,358","170,459,130","41.60","42.00","41.30","41.85","+0.55","2,050",
"110/07/30","4,317,048","179,511,634","41.60","42.00","41.30","41.75","-0.10","2,479",
"說明:"
"符號說明:+/-/X表示漲/跌/不比價"
"當日統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。"
"ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。"

