"110年07月 2382 廣達             各日成交資訊"
"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數",
"110/07/01","10,942,463","965,635,541","87.40","88.80","87.10","88.20","+0.70","6,198",
"110/07/02","9,686,283","860,999,257","88.00","89.40","87.80","88.90","+0.70","4,758",
"110/07/05","9,811,694","885,763,324","89.30","90.60","89.20","90.20","+1.30","6,902",
"110/07/06","10,355,258","935,012,485","90.20","90.90","89.50","89.50","-0.70","6,750",
"110/07/07","5,906,141","529,289,702","89.40","89.90","89.40","89.50"," 0.00","4,091",
"110/07/08","8,000,741","726,678,593","90.10","91.40","90.10","90.60","+1.10","4,948",
"110/07/09","9,957,646","901,252,330","90.60","91.00","90.00","90.50","-0.10","6,106",
"110/07/12","10,439,226","949,955,973","91.00","91.50","90.50","91.30","+0.80","5,070",
"110/07/13","8,580,315","785,563,169","91.40","91.80","91.00","91.80","+0.50","3,914",
"110/07/14","10,899,815","986,467,947","91.60","91.80","89.70","89.90","-1.90","5,554",
"110/07/15","10,340,217","926,458,510","90.00","90.50","89.00","89.40","-0.50","5,960",
"110/07/16","8,541,420","772,003,633","89.50","91.40","89.10","91.40","+2.00","4,465",
"110/07/19","8,372,195","756,717,848","90.30","91.00","89.80","90.70","-0.70","5,204",
"110/07/20","10,299,591","936,130,980","91.20","91.20","90.00","91.00","+0.30","4,553",
"110/07/21","16,521,769","1,495,384,634","91.80","92.00","89.80","90.30","-0.70","5,229",
"110/07/22","12,946,842","1,164,989,498","89.90","90.80","89.70","90.00","-0.30","5,191",
"110/07/23","19,302,957","1,729,657,303","90.30","90.70","89.10","89.40","-0.60","10,608",
"110/07/26","37,911,465","3,116,062,988","82.50","82.50","80.60","80.90","X0.00","18,631",
"110/07/27","16,566,243","1,324,946,039","81.00","81.00","79.60","80.40","-0.50","8,733",
"110/07/28","12,198,455","960,991,176","79.20","79.50","78.30","79.00","-1.40","7,292",
"110/07/29","8,971,733","703,874,374","79.00","79.10","78.20","78.40","-0.60","5,500",
"110/07/30","13,206,850","1,023,647,518","78.40","78.40","77.10","77.30","-1.10","7,509",
"說明:"
"符號說明:+/-/X表示漲/跌/不比價"
"當日統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。"
"ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。"

