"110年07月 8046 南電             各日成交資訊"
"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數",
"110/07/01","3,982,311","1,520,279,694","390.50","392.50","375.00","379.00","-10.50","3,726",
"110/07/02","4,430,109","1,722,181,553","382.00","395.00","379.00","391.50","+12.50","3,851",
"110/07/05","7,128,030","2,864,667,685","397.00","412.00","388.00","406.00","+14.50","5,926",
"110/07/06","6,024,439","2,452,502,923","413.50","416.00","397.00","407.50","+1.50","5,118",
"110/07/07","10,531,756","4,483,737,356","412.00","439.00","410.00","424.50","+17.00","9,047",
"110/07/08","11,855,545","5,082,160,964","426.00","445.00","414.00","419.00","-5.50","10,194",
"110/07/09","6,787,209","2,861,691,860","416.00","434.00","409.00","418.00","-1.00","5,693",
"110/07/12","5,408,082","2,310,852,094","430.00","439.50","419.50","428.00","+10.00","4,308",
"110/07/13","5,508,473","2,367,628,473","436.00","443.00","412.50","420.00","-8.00","4,739",
"110/07/14","5,241,816","2,256,306,596","424.00","436.00","423.00","434.00","+14.00","4,302",
"110/07/15","6,720,680","2,836,162,984","433.00","433.00","415.50","419.50","-14.50","5,934",
"110/07/16","5,960,345","2,548,279,885","419.50","436.00","415.00","436.00","+16.50","4,782",
"110/07/19","5,475,393","2,329,327,198","430.00","436.50","420.00","420.00","-16.00","4,577",
"110/07/20","4,253,134","1,798,460,799","420.00","429.50","416.50","418.50","-1.50","3,870",
"110/07/21","5,306,993","2,210,571,533","425.00","430.00","408.00","409.00","-9.50","4,100",
"110/07/22","4,669,268","1,977,688,010","418.00","428.50","416.00","427.50","+18.50","3,597",
"110/07/23","8,427,471","3,407,908,999","430.00","430.00","389.00","391.50","-36.00","8,358",
"110/07/26","8,132,237","3,136,547,638","392.50","397.00","378.50","385.50","-6.00","7,212",
"110/07/27","6,918,551","2,607,957,259","388.50","392.50","369.00","375.50","-10.00","5,647",
"110/07/28","9,295,174","3,514,943,446","377.00","392.00","360.00","383.50","+8.00","7,450",
"110/07/29","12,201,747","5,003,443,693","398.00","420.50","395.50","416.00","+32.50","9,460",
"110/07/30","5,668,884","2,290,796,297","420.00","421.00","392.00","397.00","-19.00","4,781",
"說明:"
"符號說明:+/-/X表示漲/跌/不比價"
"當日統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。"
"ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。"

