"110年07月 1102 亞泥             各日成交資訊"
"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數",
"110/07/01","7,058,000","357,731,352","50.70","51.00","50.40","50.60","-0.10","2,685",
"110/07/02","6,614,419","335,169,415","50.90","51.00","50.40","50.50","-0.10","2,737",
"110/07/05","7,416,538","378,103,337","50.90","51.10","50.70","51.00","+0.50","3,008",
"110/07/06","14,212,895","723,473,426","50.90","51.10","50.80","51.00"," 0.00","5,228",
"110/07/07","17,598,248","905,666,913","51.00","51.70","50.90","51.70","+0.70","7,804",
"110/07/08","25,399,726","1,338,661,319","51.90","53.00","51.90","53.00","+1.30","10,678",
"110/07/09","18,598,295","981,517,160","52.60","53.20","52.40","52.80","-0.20","6,430",
"110/07/12","11,953,702","630,003,342","52.90","53.00","52.50","52.70","-0.10","4,473",
"110/07/13","12,419,852","653,512,827","52.80","53.00","52.30","52.60","-0.10","4,564",
"110/07/14","10,461,531","548,930,604","52.40","52.70","52.10","52.50","-0.10","3,472",
"110/07/15","8,267,759","430,280,018","52.50","52.60","51.80","51.90","-0.60","3,635",
"110/07/16","4,783,745","248,320,777","51.90","52.20","51.70","52.00","+0.10","2,458",
"110/07/19","7,116,866","371,410,181","51.80","52.50","51.80","52.50","+0.50","2,762",
"110/07/20","4,641,853","241,984,341","52.00","52.40","51.90","52.00","-0.50","1,787",
"110/07/21","16,511,804","865,265,037","51.90","52.70","51.80","52.50","+0.50","2,898",
"110/07/22","6,994,899","365,703,973","52.50","52.70","52.00","52.20","-0.30","2,793",
"110/07/23","12,972,242","660,233,532","52.40","52.90","52.20","52.80","+0.60","3,147",
"110/07/26","9,172,105","489,134,995","53.20","53.60","53.00","53.10","+0.30","4,113",
"110/07/27","6,854,281","362,988,532","53.30","53.30","52.70","53.00","-0.10","2,362",
"110/07/28","20,838,263","1,091,300,097","53.10","53.30","51.90","52.10","-0.90","7,166",
"110/07/29","13,060,147","680,969,436","52.30","52.40","51.80","52.40","+0.30","6,574",
"110/07/30","16,737,276","869,274,118","52.10","52.30","51.80","51.80","-0.60","7,648",
"說明:"
"符號說明:+/-/X表示漲/跌/不比價"
"當日統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。"
"ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。"

