"110年05月 1326 台化             各日成交資訊"
"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數",
"110/05/03","6,420,099","584,117,017","90.00","92.10","90.00","90.30","-0.60","3,442",
"110/05/04","11,201,699","1,016,564,570","91.50","92.10","89.30","89.60","-0.70","5,301",
"110/05/05","6,790,587","621,373,614","90.00","92.50","89.80","91.10","+1.50","3,457",
"110/05/06","9,919,254","913,840,575","91.10","94.00","91.00","94.00","+2.90","4,897",
"110/05/07","13,185,707","1,197,492,776","93.10","93.40","89.30","90.70","-3.30","8,054",
"110/05/10","6,839,164","626,335,001","90.60","92.20","90.50","91.60","+0.90","4,163",
"110/05/11","8,009,669","721,940,740","91.50","92.00","88.70","89.10","-2.50","4,748",
"110/05/12","14,138,384","1,203,373,712","89.00","89.90","80.70","83.60","-5.50","8,181",
"110/05/13","11,018,861","911,340,521","82.90","84.30","80.80","81.50","-2.10","6,017",
"110/05/14","6,441,066","533,620,841","82.10","84.30","81.60","82.90","+1.40","3,531",
"110/05/17","9,713,831","785,864,756","81.00","81.90","79.70","80.90","-2.00","4,024",
"110/05/18","4,872,286","403,910,219","80.80","83.70","80.70","83.60","+2.70","2,304",
"110/05/19","4,977,908","418,472,299","83.10","84.70","82.50","83.70","+0.10","2,837",
"110/05/20","5,816,513","487,838,360","83.70","84.50","83.00","84.20","+0.50","2,985",
"110/05/21","6,598,418","557,514,102","85.00","86.40","83.50","84.20"," 0.00","3,546",
"110/05/24","3,604,052","301,859,900","83.50","84.40","83.10","83.70","-0.50","1,627",
"110/05/25","7,619,127","652,235,628","83.70","86.80","83.70","85.40","+1.70","4,417",
"110/05/26","4,821,775","408,196,538","86.20","86.20","84.00","84.50","-0.90","3,289",
"110/05/27","10,869,625","917,005,848","84.10","84.70","83.50","84.70","+0.20","2,966",
"110/05/28","6,810,886","579,805,893","85.30","85.70","84.60","85.40","+0.70","3,435",
"110/05/31","4,956,363","425,199,779","85.80","86.40","84.90","85.60","+0.20","3,085",
"說明:"
"符號說明:+/-/X表示漲/跌/不比價"
"當日統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。"
"ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。"

