Name,Winery,Region,Vintage,Rating,RatingsCount,Price
Ermitage Ex-Voto 2001,E. Guigal,"Hermitage, France",2001,4.3,125,6140
Baron Edmond 2002,Rupert & Rothschild,"Paarl, South Africa",2002,4.3,122,2050
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1986,Château Troplong Mondot,"Saint-Émilion Grand Cru, France",1986,4.3,120,3888
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1983,Château Canon,"Saint-Émilion Grand Cru, France",1983,4.3,119,5935
Pomerol 1989,Château Petit-Village,"Pomerol, France",1989,4.3,115,4871
Cos d'Estournel 1984,Cos d'Estournel,"Saint-Estèphe, France",1984,4.3,115,7611
Saint-Émilion Grand Cru (Grand Cru Classé) 1982,Château La Dominique,"Saint-Émilion Grand Cru, France",1982,4.3,115,6754
Grano a Grano Graciano - Garnacha 2018,Abel Mendoza Monge,"Rioja, Spain",2018,4.3,114,3474
Tettimorra Barolo 1987,Scarpa,"Barolo, Italy",1987,4.3,113,3479
Latricières-Chambertin Grand Cru 2008,Louis Jadot,"Latricières-Chambertin Grand Cru, France",2008,4.3,111,7949
Saint-Julien (Grand Cru Classé) 1995,Château Saint-Pierre,"Saint-Julien, France",1995,4.3,111,2251
Pavillon Rouge du Château Margaux 1992,Château Margaux,"Margaux, France",1992,4.3,107,5730
Cabernet Sauvignon 2016,Merryvale,"Napa Valley, United States",2016,4.3,106,3060
Pinot Noir 2012,Dom Bella,"Dão, Portugal",2012,4.3,106,3620
Saint-Émilion Grand Cru (Grand Cru Classé) 1999,Château Péby Faugères,"Saint-Émilion Grand Cru, France",1999,4.3,106,4668
Cornas 2018,Auguste Clape,"Cornas, France",2018,4.3,105,3888
Hermitage La Chapelle Rouge 2002,Domaine de La Chapelle,"Hermitage, France",2002,4.3,104,4059
Saint-Émilion Grand Cru 2002,Clos des Menuts,"Saint-Émilion Grand Cru, France",2002,4.3,104,1433
Pauillac (Grand Cru Classé) 1989,Château Haut-Bages Libéral,"Pauillac, France",1989,4.3,103,2047
Pauillac 1989,Château Haut-Bages Averous,"Pauillac, France",1989,4.3,100,3044
Saint-Julien (Grand Cru Classé) 1985,Château Lagrange,"Saint-Julien, France",1985,4.3,100,3653
Ermitage Ex-Voto 2013,E. Guigal,"Hermitage, France",2013,4.3,95,7982
Saint-Emilion Grand Cru (Premier Grand Cru Classé) 1996,La Mondotte,"Saint-Émilion Grand Cru, France",1996,4.3,93,9209
Rosso 2015,Miani,"Colli Orientali del Friuli, Italy",2015,4.3,91,5400
Old Vine Shiraz 2004,Kaesler,"Barossa Valley, Australia",2004,4.3,91,2200
Pessac-Léognan (Grand Cru Classé de Graves) 1983,Château Pape Clément,"Pessac-Léognan, France",1983,4.3,91,3684
Saint-Émilion Grand Cru (Grand Cru Classé) 2010,Château Clos Saint Martin,"Saint-Émilion Grand Cru, France",2010,4.3,89,4093
Volnay 1er Cru Les Chevrets 2017,Domaine Henri Boillot,"Volnay 1er Cru 'En Chevret', France",2017,4.3,84,4930
Vosne-Romanée Les Barreaux 2016,Philippe Chéron,"Vosne-Romanée, France",2016,4.3,82,2456
Saint-Julien (Grand Cru Classé) 1966,Château Gruaud Larose,"Saint-Julien, France",1966,4.3,81,6698
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2020,Château Troplong Mondot,"Saint-Émilion Grand Cru, France",2020,4.3,80,4130
Beckstoffer Vineyard X Cabernet Sauvignon 2001,Merryvale,"Oakville, United States",2001,4.3,79,3650
Gran Malbec 2019,Terrazas de los Andes,"Mendoza, Argentina",2019,4.3,78,1880
Corton-Pougets Grand Cru Rouge 2017,Domaine des Héritiers Louis Jadot,"Corton Grand Cru 'Les Pougets', France",2017,4.3,78,3350
Alte Reben Spätburgunder 2003,Bernhard Huber,"Baden, Germany",2003,4.3,78,1900
Pomerol 2006,Château Belle-Brise,"Pomerol, France",2006,4.3,76,4905
Graf Noir 2005,Drei Donà - Tenuta La Palazza,"Emilia-Romagna, Italy",2005,4.3,75,4980
Pomerol 1979,Château Trotanoy,"Pomerol, France",1979,4.3,74,7273
Moulis-en-Médoc 1981,Château Chasse-Spleen,"Moulis-en-Médoc, France",1981,4.3,72,1842
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1985,Château Magdelaine,"Saint-Émilion Grand Cru, France",1985,4.3,70,6344
Rosso 2013,Miani,"Colli Orientali del Friuli, Italy",2013,4.3,69,5400
Amarone della Valpolicella 2016,Giovanni Èderle,"Amarone della Valpolicella, Italy",2016,4.3,68,1023
Château Prieuré La Marzelle Saint-Émilion Grand Cru 2006,Château La Marzelle,"Saint-Émilion Grand Cru, France",2006,4.3,68,1900
Saint-Émilion Grand Cru 2001,Château La Croizille,"Saint-Émilion Grand Cru, France",2001,4.3,68,2047
Onkaparinga Grenache 2005,Clarendon Hills,"McLaren Vale, Australia",2005,4.3,65,3420
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1993,Château Magdelaine,"Saint-Émilion Grand Cru, France",1993,4.3,63,2047
Brunello Di Montalcino Riserva 2016,Caparzo,"Brunello di Montalcino, Italy",2016,4.3,62,3240
Pomerol 1992,Château La Fleur-Pétrus,"Pomerol, France",1992,4.3,62,5935
Pomerol 1975,Vieux Château Certan,"Pomerol, France",1975,4.3,62,7163
Doix 2002,Mas Doix,"Priorat, Spain",2002,4.3,60,3070
Châteauneuf-du-Pape Cuvée de mon Aïeul 2019,Pierre Usseglio,"Châteauneuf-du-Pape, France",2019,4.3,59,6000
Saint-Émilion Grand Cru 2019,Château Croix de Labrie,"Saint-Émilion Grand Cru, France",2019,4.3,58,4340
Brunello di Montalcino 1977,Biondi-Santi,"Brunello di Montalcino, Italy",1977,4.3,58,7777
Scrio 2017,Le Macchiole,"Toscana, Italy",2017,4.3,56,5960
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1996,Château Trotte Vieille,"Saint-Émilion Grand Cru, France",1996,4.3,54,4871
Pomerol 1990,Clos Rene,"Pomerol, France",1990,4.3,54,2661
Darmagi Langhe 1986,Gaja,"Langhe, Italy",1986,4.3,53,8186
Pomerol 1975,Château Gazin,"Pomerol, France",1975,4.3,53,4093
Il Bricco Barbaresco 2018,Pio Cesare,"Barbaresco, Italy",2018,4.3,51,4792
Volnay Premier Cru Caillerets Ancienne Cuvée Carnot 2019,Bouchard Père & Fils,"Volnay Premier Cru, France",2019,4.3,50,4165
Graveyard Vineyard Shiraz 2004,Brokenwood,"Hunter Valley, Australia",2004,4.3,50,2600
Merlot Unfiltered 2002,Newton,"Napa Valley, United States",2002,4.3,50,2400
Rabaja Barbaresco 1997,Michele Chiarlo,"Barbaresco, Italy",1997,4.3,49,2300
Saint-Julien 1992,Clos du Marquis,"Saint-Julien, France",1992,4.3,49,4567
Pomerol 1993,Château Latour à Pomerol,"Pomerol, France",1993,4.3,46,2251
El Alma de Jonata 2012,Jonata,"Ballard Canyon, United States",2012,4.3,45,5120
Margaux (Grand Cru Classé) 1981,Château Marquis de Terme,"Margaux, France",1981,4.3,45,1433
Saint-Julien (Grand Cru Classé) 1966,Château Léoville Poyferré,"Saint-Julien, France",1966,4.3,45,5920
Cerro el Cuberillo 2011,Rudeles,"Ribera del Duero, Spain",2011,4.3,44,2340
Whip-Hand Cabernet Sauvignon 2017,RedHeads,"Barossa Valley, Australia",2017,4.3,43,2399
MacMuir Pinot Noir 2021,Felton Road,"Central Otago, New Zealand",2021,4.3,42,2380
Pomerol 2015,Château La Fleur de Gay,"Pomerol, France",2015,4.3,42,3070
Charmes-Chambertin Grand Cru 2007,Géantet-Pansiot,"Charmes-Chambertin Grand Cru, France",2007,4.3,41,7163
Vieilles Vignes Châteauneuf-du-Pape 2005,Domaine Chante Cigale,"Châteauneuf-du-Pape, France",2005,4.3,41,1300
Liguai 2005,Perez Cruz,"Maipo Valley, Chile",2005,4.3,40,1200
Seigneur de Maugiron Côte-Rôtie 2004,Delas,"Côte-Rôtie, France",2004,4.3,40,4059
Mas Vilella 2003,Jané Ventura,"Penedès, Spain",2003,4.3,40,1200
Le Clarence de Haut Brion Pessac-Léognan (Château Bahans Haut-Brion) 1988,Château Haut-Brion,"Pessac-Léognan, France",1988,4.3,38,6089
Château Corton Grancey Grand Cru 2020,Louis Latour,"Corton Grand Cru, France",2020,4.3,37,5300
Cuvée du Pape Jean-Paul II Morey-Saint-Denis 1er Cru 2012,Domaine Bryczek,"Morey-Saint-Denis Premier Cru, France",2012,4.3,37,3070
Director's Cut Shiraz 2005,Heartland,"Langhorne Creek, Australia",2005,4.3,37,1350
Ermitage Le Méal 2017,Ferraton Père & Fils,"Hermitage, France",2017,4.3,36,3480
Bin No 0 Shiraz 2008,Best's,"Great Western, Australia",2008,4.3,36,3300
Chambolle-Musigny Premier Cru 'Les Plantes' 2018,Amiot-Servelle,"Chambolle-Musigny 1er Cru 'Les Plantes', France",2018,4.3,35,4370
Saint-Julien (Grand Cru Classé) 1980,Château Gruaud Larose,"Saint-Julien, France",1980,4.3,35,3888
Volnay 1er Cru Les Fremiets 2018,Domaine Henri Boillot,"Volnay 1er Cru 'Fremiets', France",2018,4.3,34,4930
Old Vine Grenache 2007,Kalleske,"Barossa, Australia",2007,4.3,34,3200
Saint-Émilion Grand Cru (Grand Cru Classé) 2007,Château Les Grandes Murailles,"Saint-Émilion Grand Cru, France",2007,4.3,34,1490
La Fonte di Pietrarsa 1999,Massa Vecchia,"Maremma Toscana, Italy",1999,4.3,34,7500
Pessac-Léognan 1998,Château de Cruzeau,"Pessac-Léognan, France",1998,4.3,34,1023
Margaux 1986,Château Monbrison,"Margaux, France",1986,4.3,34,1637
La Tierra de Jonata 2010,Jonata,"Ballard Canyon, United States",2010,4.3,33,2624
Pessac-Léognan 1995,Château les Carmes Haut-Brion,"Pessac-Léognan, France",1995,4.3,33,3479
Saint-Émilion Grand Cru (Grand Cru Classé) 1986,Château Balestard La Tonnelle,"Saint-Émilion Grand Cru, France",1986,4.3,33,1228
Candlestick 2019,Paraduxx,"Napa Valley, United States",2019,4.3,32,2166
Viña Lanciano Reserva 1998,Lan,"Rioja, Spain",1998,4.3,32,1935
Zédé de Labégorce (Domaine Zédé) 2006,Château Labégorce,"Margaux, France",2006,4.3,31,1023
Alexis Cabernet Sauvignon 2003,Swanson,"Oakville, United States",2003,4.3,31,4000
Limited Edition Cabernet Sauvignon 2013,Master One,"Maipo Valley, Chile",2013,4.3,30,2200
Lacoste Borie Pauillac 1988,Château Grand-Puy-Lacoste,"Pauillac, France",1988,4.3,29,2047
Reserva 2011,Bodegas Manzanos,"Rioja, Spain",2011,4.3,28,1899
Pomerol 1994,Château Bonalgue,"Pomerol, France",1994,4.3,28,921
Plein Sud 2020,Jean François Ganevat,"Côtes du Jura, France",2020,4.3,27,3600
Morey-Saint-Denis 2020,Domaine des Lambrays,"Morey-Saint-Denis, France",2020,4.3,27,3570
Saxa Calida Rosso 2016,Poderi del Paradiso,"Toscana, Italy",2016,4.3,26,1330
Pommard Premier Cru Les Chanlins 2015,Parent,"Pommard 1er Cru 'Les Chanlins-Bas', France",2015,4.3,26,4860
Quelen Special Selection 2005,Perez Cruz,"Maipo Valley, Chile",2005,4.3,26,1600
Hermitage La Chapelle Rouge 1980,Domaine de La Chapelle,"Hermitage, France",1980,4.3,26,6140
Volnay 1er Cru 'Taillepieds' 2002,Domaine Marquis d'Angerville,"Volnay 1er Cru 'Taille Pieds', France",2002,4.3,25,7982
Margaux (Grand Cru Classé) 1976,Château du Tertre,"Margaux, France",1976,4.3,25,1842
Saint-Julien (Grand Cru Classé) 1968,Château Talbot,"Saint-Julien, France",1968,4.2,47146,7780
Pauillac (Grand Cru Classé) 1984,Château Batailley,"Pauillac, France",1984,4.2,29285,4398
Saint-Estèphe (Grand Cru Classé) 1974,Château Calon-Ségur,"Saint-Estèphe, France",1974,4.2,28739,6596
Margaux (Grand Cru Classé) 1992,Château du Tertre,"Margaux, France",1992,4.2,23253,4736
Pauillac (Grand Cru Classé) 1973,Château Clerc Milon,"Pauillac, France",1973,4.2,21769,3890
Saint-Julien 1984,Clos du Marquis,"Saint-Julien, France",1984,4.2,21740,4567
Haut-Médoc (3éme Grand Cru Classé en 1855) 1969,Château La Lagune,"Haut-Médoc, France",1969,4.2,21201,7104
Haut-Médoc (3éme Grand Cru Classé en 1855) 1974,Château La Lagune,"Haut-Médoc, France",1974,4.2,21200,6698
Pessac-Léognan (Grand Cru Classé de Graves) 1966,Château Malartic-Lagravière,"Pessac-Léognan, France",1966,4.2,15961,6935
Château Haut-Bailly (Cru Classé de Graves) 1987,Château Haut-Bailly,"Pessac-Léognan, France",1987,4.2,15041,2251
Châteauneuf-du-Pape 1982,Château de la Gardine,"Châteauneuf-du-Pape, France",1982,4.2,14795,2661
Pomerol 1980,Château Gazin,"Pomerol, France",1980,4.2,12555,4228
Pomerol 1966,Château Gazin,"Pomerol, France",1966,4.2,12555,6765
Pomerol 1964,Château Gazin,"Pomerol, France",1964,4.2,12555,8795
Châteauneuf-du-Pape 1955,Domaine des Sénéchaux,"Châteauneuf-du-Pape, France",1955,4.2,12206,5074
Bandol Rouge 1975,Domaine Tempier,"Bandol, France",1975,4.2,9477,3070
Saint-Émilion Grand Cru (Grand Cru Classé) 1981,Château Dassault,"Saint-Émilion Grand Cru, France",1981,4.2,8059,1842
Saint-Émilion Grand Cru (Grand Cru Classé) 1975,Château Dassault,"Saint-Émilion Grand Cru, France",1975,4.2,8059,3890
Saint-Émilion Grand Cru (Grand Cru Classé) 1971,Château Dassault,"Saint-Émilion Grand Cru, France",1971,4.2,8059,5920
Saint-Émilion Grand Cru (Grand Cru Classé) 1962,Château Dassault,"Saint-Émilion Grand Cru, France",1962,4.2,8059,8964
Saint-Émilion Grand Cru (Grand Cru Classé) 1975,Château Grand Mayne,"Saint-Émilion Grand Cru, France",1975,4.2,7360,3070
Pomerol 1972,Château Rouget,"Pomerol, France",1972,4.2,7198,6258
Saint-Émilion Grand Cru (Grand Cru Classé) 1981,Château Fonplégade,"Saint-Émilion Grand Cru, France",1981,4.2,6418,1228
Saint-Émilion Grand Cru (Grand Cru Classé) 1979,Château Fonplégade,"Saint-Émilion Grand Cru, France",1979,4.2,6418,1433
Saint-Émilion Grand Cru (Grand Cru Classé) 1975,Château Fonplégade,"Saint-Émilion Grand Cru, France",1975,4.2,6418,1842
Cabernet Sauvignon 2016,Black Stallion,"Napa Valley, United States",2016,4.2,6353,1920
Barbaresco Martinenga 1978,Marchesi di Gresy,"Barbaresco, Italy",1978,4.2,6229,4502
Pomerol 1988,Château Lafleur-Gazin,"Pomerol, France",1988,4.2,5869,1637
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1985,Château Larcis Ducasse,"Saint-Émilion Grand Cru, France",1985,4.2,5775,8964
Brunello di Montalcino 2016,Banfi,"Brunello di Montalcino, Italy",2016,4.2,5450,1499
Saint-Émilion Grand Cru (Grand Cru Classé) 1982,Château La Marzelle,"Saint-Émilion Grand Cru, France",1982,4.2,5151,2047
Guidalberto 2019,Tenuta San Guido,"Toscana, Italy",2019,4.2,5131,1800
Pomerol 1988,Château La Grave (Trigant de Boisset),"Pomerol, France",1988,4.2,5058,2047
Châteauneuf-du-Pape 1990,Domaine Saint Préfert,"Châteauneuf-du-Pape, France",1990,4.2,4578,3247
Reserva Rioja (Finca Ygay) 2018,Marqués de Murrieta,"Rioja, Spain",2018,4.2,4555,1270
Pomerol 1987,Château Bellegrave,"Pomerol, France",1987,4.2,4551,3315
Saint-Émilion Grand Cru (Grand Cru Classé) 1976,Couvent des Jacobins,"Saint-Émilion Grand Cru, France",1976,4.2,4455,2251
Saint-Émilion Grand Cru (Grand Cru Classé) 1975,Couvent des Jacobins,"Saint-Émilion Grand Cru, France",1975,4.2,4455,2661
Saint-Émilion Grand Cru (Grand Cru Classé) 1975,Château l'Arrosee,"Saint-Émilion Grand Cru, France",1975,4.2,4167,4905
Saint-Émilion Grand Cru (Grand Cru Classé) 1970,Château l'Arrosee,"Saint-Émilion Grand Cru, France",1970,4.2,4167,5581
Cuvée Vieilles Vignes 2019,Cabalié,"Pays d'Oc, France",2019,4.2,4162,1099
Cortina Zinfandel 2003,Seghesio,"Dry Creek Valley, United States",2003,4.2,4003,1750
Côtes Catalanes 2019,Cabalié,"Pays d'Oc, France",2019,4.2,3881,949
Napa Valley Cabernet Sauvignon 2016,Louis M. Martini,"Napa Valley, United States",2016,4.2,3745,2200
Saint-Émilion Grand Cru (Grand Cru Classé) 1990,Château Destieux,"Saint-Émilion Grand Cru, France",1990,4.2,3467,2047
Home Ranch Zinfandel 2000,Seghesio,"Alexander Valley, United States",2000,4.2,3220,1750
Pauillac (Grand Cru Classé) 2010,Château d'Armailhac,"Pauillac, France",2010,4.2,3154,3600
Guidalberto 2020,Tenuta San Guido,"Toscana, Italy",2020,4.2,3076,1800
Volnay Premier Cru Caillerets Ancienne Cuvée Carnot 2020,Bouchard Père & Fils,"Volnay Premier Cru, France",2020,4.2,2923,4640
Sfursat di Valtellina 2000,Aldo Rainoldi,"Sforzato della Valtellina, Italy",2000,4.2,2919,2625
Ca'Marcanda Promis Toscana 2020,Gaja,"Toscana, Italy",2020,4.2,2870,2125
Platinum Cabernet Sauvignon 2019,Sterling Vineyards,"Napa Valley, United States",2019,4.2,2732,2780
Château Giscours (Grand Cru Classé) 2014,Château Giscours,"Margaux, France",2014,4.2,2642,1740
Pomerol 1979,Château Feytit-Clinet,"Pomerol, France",1979,4.2,2444,1842
Seigneur de Maugiron Côte-Rôtie 1988,Delas,"Côte-Rôtie, France",1988,4.2,2398,7273
Cabernet Sauvignon 2001,Merryvale,"Napa Valley, United States",2001,4.2,2274,1800
Corton-Pougets Grand Cru Rouge 1995,Domaine des Héritiers Louis Jadot,"Corton Grand Cru 'Les Pougets', France",1995,4.2,2268,6596
Saint-Émilion Grand Cru (Grand Cru Classé) 1978,Château Matras,"Saint-Émilion Grand Cru, France",1978,4.2,2181,3888
Saint-Émilion Grand Cru (Grand Cru Classé) 1977,Château Matras,"Saint-Émilion Grand Cru, France",1977,4.2,2181,3070
San Clemente Montepulciano d'Abruzzo  Terre di Casauria Riserva 2006,Cantina Zaccagnini,"Montepulciano d'Abruzzo, Italy",2006,4.2,2176,2500
Brunello di Montalcino 2011,Argiano,"Brunello di Montalcino, Italy",2011,4.2,2130,2100
Tettineive Barbaresco 1987,Scarpa,"Barbaresco, Italy",1987,4.2,2124,3274
Tettineive Barbaresco 1978,Scarpa,"Barbaresco, Italy",1978,4.2,2124,3684
Douro Tinto (Colheita Unoaked) 2020,Quinta Nova de Nossa Senhora do Carmo,"Douro, Portugal",2020,4.2,2057,1070
Alexander vs. The Ham Factory 2015,Casa Rojo,"Ribera del Duero, Spain",2015,4.2,1907,1955
Bin 389 Cabernet - Shiraz 2019,Penfolds,"South Australia, Australia",2019,4.2,1877,2399
Poggio alle Mura Brunello di Montalcino Riserva 1999,Banfi,"Brunello di Montalcino, Italy",1999,4.2,1848,7000
Petite Sirah 2015,Stags' Leap,"Napa Valley, United States",2015,4.2,1812,2300
Saint-Estèphe (Grand Cru Classé) 2006,Château Montrose,"Saint-Estèphe, France",2006,4.2,1754,3479
Cabernet Sauvignon 2016,Groth,"Oakville, United States",2016,4.2,1736,2800
Cuvée Emilie Hermitage Rouge 2002,Domaine des Remizières,"Hermitage, France",2002,4.2,1731,2763
Pessac-Léognan (Grand Cru Classé de Graves) 2014,Domaine de Chevalier,"Pessac-Léognan, France",2014,4.2,1714,1740
Alexander vs. The Ham Factory 2016,Casa Rojo,"Ribera del Duero, Spain",2016,4.2,1687,1955
Saint-Julien 2005,Clos du Marquis,"Saint-Julien, France",2005,4.2,1682,3044
Haut-Médoc 2005,Château Sociando-Mallet,"Haut-Médoc, France",2005,4.2,1661,3120
Margaux (Grand Cru Classé) 2009,Château du Tertre,"Margaux, France",2009,4.2,1631,1842
Margaux (Grand Cru Classé) 2010,Château Prieuré-Lichine,"Margaux, France",2010,4.2,1590,2149
Pillastro Primitivo Puglia 2018,Cantine due Palme,"Puglia, Italy",2018,4.2,1558,899
Margaux (Grand Cru Classé) 2010,Château du Tertre,"Margaux, France",2010,4.2,1546,2890
Pagodes de Cos 2016,Cos d'Estournel,"Saint-Estèphe, France",2016,4.2,1539,2260
Saint-Julien (Grand Cru Classé) 2007,Château Léoville Barton,"Saint-Julien, France",2007,4.2,1530,2456
Margaux (Grand Cru Classé) 2016,Château du Tertre,"Margaux, France",2016,4.2,1512,1730
Haut-Médoc (3éme Grand Cru Classé en 1855) 2009,Château La Lagune,"Haut-Médoc, France",2009,4.2,1440,2354
Gevrey-Chambertin Premier Cru Clos Saint-Jacques 1998,Louis Jadot,"Gevrey-Chambertin Premier Cru, France",1998,4.2,1402,9641
Sito Moresco Langhe 2020,Gaja,"Langhe, Italy",2020,4.2,1387,2500
Haut-Médoc 2000,Château Sociando-Mallet,"Haut-Médoc, France",2000,4.2,1377,3890
Finca El Otero 2014,Áster,"Ribera del Duero, Spain",2014,4.2,1350,1665
Pessac-Léognan (Grand Cru Classé de Graves) 2008,Domaine de Chevalier,"Pessac-Léognan, France",2008,4.2,1336,2149
Pessac-Léognan (Grand Cru Classé de Graves) 2009,Château Malartic-Lagravière,"Pessac-Léognan, France",2009,4.2,1329,2774
Beaune Champs-Pimont 1er Cru Rouge 2020,Domaine Jacques Prieur,"Beaune Premier Cru, France",2020,4.2,1284,3100
Petite Sirah 2019,Stags' Leap,"Napa Valley, United States",2019,4.2,1281,1399
Gigondas La Gille 2019,Famille Perrin,"Gigondas, France",2019,4.2,1275,1150
Saint-Émilion Grand Cru (Grand Cru Classé) 2012,Château de Ferrand,"Saint-Émilion Grand Cru, France",2012,4.2,1269,2500
Pauillac (Grand Cru Classé) 2002,Château Pontet-Canet,"Pauillac, France",2002,4.2,1267,3479
Saint-Julien (Grand Cru Classé) 2012,Château Gruaud Larose,"Saint-Julien, France",2012,4.2,1266,2456
Saint-Estèphe (Grand Cru Classé) 2004,Château Calon-Ségur,"Saint-Estèphe, France",2004,4.2,1265,4228
Cabernet Sauvignon 2013,Rutini,"Mendoza, Argentina",2013,4.2,1228,1680
Pessac-Léognan (Grand Cru Classé de Graves) 2016,Château Malartic-Lagravière,"Pessac-Léognan, France",2016,4.2,1223,2450
Pessac-Léognan (Grand Cru Classé de Graves) 2006,Domaine de Chevalier,"Pessac-Léognan, France",2006,4.2,1207,3044
Château Giscours (Grand Cru Classé) 2017,Château Giscours,"Margaux, France",2017,4.2,1190,2490
Pauillac (Grand Cru Classé) 2008,Château Duhart-Milon,"Pauillac, France",2008,4.2,1161,4107
Clos de la Vieille Eglise Pomerol 2004,Jean-Louis Trocard,"Pomerol, France",2004,4.2,1148,2000
Clos de la Vieille Eglise Pomerol 2002,Jean-Louis Trocard,"Pomerol, France",2002,4.2,1148,4200
Saint-Julien (Grand Cru Classé) 2008,Château Beychevelle,"Saint-Julien, France",2008,4.2,1124,4700
Bin No 0 Shiraz 2003,Best's,"Great Western, Australia",2003,4.2,1112,2500
Margaux (Grand Cru Classé) 2014,Château d'Issan,"Margaux, France",2014,4.2,1104,2270
Pomerol 1999,Clos des Litanies,"Pomerol, France",1999,4.2,1095,1637
Saint-Émilion Grand Cru (Grand Cru Classé) 2018,Château Les Grandes Murailles,"Saint-Émilion Grand Cru, France",2018,4.2,1072,2220
Saint-Émilion Grand Cru (Grand Cru Classé) 1978,Château Les Grandes Murailles,"Saint-Émilion Grand Cru, France",1978,4.2,1072,2047
Chambolle-Musigny Premier Cru 'Les Charmes' 2021,Amiot-Servelle,"Chambolle-Musigny 1er Cru 'Les Charmes', France",2021,4.2,1060,5328
Margaux (Grand Cru Classé) 2009,Château Kirwan,"Margaux, France",2009,4.2,1058,2456
Solengo 2012,Argiano,"Toscana, Italy",2012,4.2,1051,2950
Pauillac (Grand Cru Classé) 2012,Château Duhart-Milon,"Pauillac, France",2012,4.2,1049,3265
Margaux (Grand Cru Classé) 2009,Château d'Issan,"Margaux, France",2009,4.2,988,7690
Nuits-St-Georges Premier Cru Les Damodes 2019,Domaine de la Vougeraie,"Nuits-Saint-Georges Premier Cru, France",2019,4.2,983,6760
Mount Richmond Pinot Noir 2008,Elk Cove,"Yamhill-Carlton District, United States",2008,4.2,973,2079
La Villa Barolo 1982,Fontanafredda,"Barolo, Italy",1982,4.2,956,3070
Pomerol 2010,Château La Pointe,"Pomerol, France",2010,4.2,950,2810
Estate Grown Merlot 2001,Duckhorn,"Napa Valley, United States",2001,4.2,936,4300
Merlot 2019,Stags' Leap,"Napa Valley, United States",2019,4.2,935,1399
Pauillac (Grand Cru Classé) 2015,Château Haut-Batailley,"Pauillac, France",2015,4.2,934,2200
Beaune-Greves 1er Cru 2020,Domaine Jacques Prieur,"Beaune Premier Cru, France",2020,4.2,919,3900
Bandol 2016,Château de Pibarnon,"Bandol, France",2016,4.2,887,2430
Cuvée Prestige Madiran 2000,Château Montus,"Madiran, France",2000,4.2,887,1842
Margaux (Grand Cru Classé) 2016,Château Lascombes,"Margaux, France",2016,4.2,875,3300
Principal Reserva Bairrada 2013,Colinas de São Lourenço,"Bairrada, Portugal",2013,4.2,851,4990
Principal Reserva Bairrada 2009,Colinas de São Lourenço,"Bairrada, Portugal",2009,4.2,851,4810
Clos-Saint-Denis Grand Cru 1995,Georges Lignier et Fils,"Clos Saint-Denis Grand Cru, France",1995,4.2,828,6754
Côte de Beaune 2018,Joseph Drouhin,"Côte de Beaune, France",2018,4.2,801,2100
Bourgogne Pinot Noir 2019,Domaine Coche-Dury,"Bourgogne, France",2019,4.2,797,8524
Baron Philippe Pauillac 1972,Baron Philippe de Rothschild,"Pauillac, France",1972,4.2,764,7442
Baron Philippe Pauillac 1964,Baron Philippe de Rothschild,"Pauillac, France",1964,4.2,764,8288
Saint-Estèphe (Grand Cru Classé) 2002,Château Montrose,"Saint-Estèphe, France",2002,4.2,756,8727
Saint-Estèphe 2018,Château Phélan Ségur,"Saint-Estèphe, France",2018,4.2,744,2050
Margaux (Grand Cru Classé) 2005,Château Cantenac Brown,"Margaux, France",2005,4.2,744,3214
Margaux (Grand Cru Classé) 2006,Château d'Issan,"Margaux, France",2006,4.2,723,3274
QS 2007,Quinta Sardonia,"Castilla y León, Spain",2007,4.2,716,1935
Saint-Estèphe 2019,Château de Pez,"Saint-Estèphe, France",2019,4.2,714,1490
Corton Grand Cru 2021,Domaine Rapet,"Corton Grand Cru, France",2021,4.2,711,3479
The Signature Cabernet Sauvignon - Shiraz 2016,Yalumba,"Barossa, Australia",2016,4.2,710,2295
Chambolle-Musigny La Combe d'Orveau 1992,Domaine Jean Grivot,"Chambolle-Musigny, France",1992,4.2,709,3070
Saint-Julien (Grand Cru Classé) 1989,Château Talbot,"Saint-Julien, France",1989,4.2,706,3479
Homage Syrah 2019,Trinity Hill,"Hawke's Bay, New Zealand",2019,4.2,680,4080
Saint-Estèphe (Grand Cru Classé) 1994,Château Montrose,"Saint-Estèphe, France",1994,4.2,678,4465
Bourgogne Rouge 2019,Benjamin Leroux,"Bourgogne, France",2019,4.2,672,1275
Gran Lurton Grande Reserve Cabernet Sauvignon 2005,François Lurton,"Uco Valley, Argentina",2005,4.2,657,1200
Gevrey Chambertin Premier Cru Bel Air 2021,Domaine Taupenot-Merme,"Gevrey-Chambertin Premier Cru, France",2021,4.2,645,4890
Gevrey Chambertin Premier Cru Bel Air 2020,Domaine Taupenot-Merme,"Gevrey-Chambertin Premier Cru, France",2020,4.2,645,4890
Saint-Estèphe (Grand Cru Classé) 1996,Château Lafon-Rochet,"Saint-Estèphe, France",1996,4.2,645,2865
Saint-Émilion Grand Cru (Grand Cru Classé) 2010,Clos de l'Oratoire,"Saint-Émilion Grand Cru, France",2010,4.2,643,2740
